Tipus / Tipo;objectid;st_length(shape);geo_shape;geo_point_2d
2;36502;172.3550165583816;"{""coordinates"": [[-0.38596769474961595, 39.46370127405834], [-0.3845845980220695, 39.46257898840444]], ""type"": ""LineString""}";39.463140131231384, -0.3852761463858428
3;36506;151.9187786778185;"{""coordinates"": [[-0.37199026294131166, 39.462142531178976], [-0.3737542929435912, 39.46218450672873]], ""type"": ""LineString""}";39.46216351895386, -0.3728722779424515
2;36507;272.67574961553055;"{""coordinates"": [[-0.35839328086195726, 39.469855702610154], [-0.3578264114083422, 39.47001698304445], [-0.3569760115837621, 39.469777035602974], [-0.35685259381282003, 39.46974136999805], [-0.35673802741851696, 39.469704228159465], [-0.3566167163771903, 39.46966886066839], [-0.3556397356037047, 39.46938483427022], [-0.35551013130887343, 39.46934446623696], [-0.35542612297419796, 39.469318299299175]], ""type"": ""LineString""}";39.46972197666499, -0.3569083915723982
2;36508;137.1763652674906;"{""coordinates"": [[-0.352081329324908, 39.468388688174535], [-0.35154453139173036, 39.46955176794761]], ""type"": ""LineString""}";39.46897022806107, -0.3518129303583192
1;36512;81.57284191193104;"{""coordinates"": [[-0.36348398125539527, 39.485081078223054], [-0.36367336969261477, 39.484689349178666], [-0.36366963640540734, 39.484621725789836], [-0.36376550115932665, 39.48438453251789]], ""type"": ""LineString""}";39.48473586637954, -0.36363379891173986
1;36513;20.478027703126102;"{""coordinates"": [[-0.36376550115932665, 39.48438453251789], [-0.363988232236881, 39.48444946218745]], ""type"": ""LineString""}";39.484416997352675, -0.3638768666981038
1;36514;556.9598096212945;"{""coordinates"": [[-0.363988232236881, 39.48444946218745], [-0.36575545491262806, 39.48088359222186], [-0.3658522044532773, 39.4806523051621], [-0.36619546939674685, 39.47995814060626], [-0.36623616977750223, 39.47994517337327], [-0.36631695646718354, 39.47978180244367]], ""type"": ""LineString""}";39.48210600986426, -0.3651470307444725
1;36522;102.660888457859;"{""coordinates"": [[-0.37526512808965884, 39.45728261933], [-0.3752632667905876, 39.45728146380532], [-0.3752613547954805, 39.45728035848591], [-0.37525939435896805, 39.45727930522447], [-0.3752573888968107, 39.457278305899884], [-0.37525534076512174, 39.45727735966449], [-0.37525325102355456, 39.45727646924482], [-0.37525112196055654, 39.457275635593504], [-0.3752489582206889, 39.45727485881539], [-0.3752467608974317, 39.45727414073692], [-0.375244533474197, 39.45727348143681], [-0.3752422770444853, 39.45727288274146], [-0.3752399962866512, 39.457272343855706], [-0.3752376922942076, 39.45727186660595], [-0.37523536851672484, 39.45727145197101], [-0.37523302731030256, 39.45727109910321], [-0.37523067212454486, 39.45727080898133], [-0.37522830640902466, 39.45727058258413], [-0.3752259301975726, 39.45727041901155], [-0.37522354922823103, 39.457270320194915], [-0.37522116592475663, 39.45727028348629], [-0.3752187813467951, 39.45727031161229], [-0.3752163990115873, 39.45727040375144], [-0.3752140235975282, 39.45727055910856], [-0.375211655104614, 39.45727077768361], [-0.37520929817739057, 39.45727105958149], [-0.3752069562992705, 39.45727140488087], [-0.37520462953791184, 39.45727181178155], [-0.37520232366518824, 39.45727228131474], [-0.37520003874874874, 39.457272811680205], [-0.37519778056045316, 39.4572734039092], [-0.37519554804064353, 39.45727405527511], [-0.3751933469950298, 39.4572747659091], [-0.3751911785847354, 39.457275535837375], [-0.3751890463946684, 39.45727636243824], [-0.37518695158597404, 39.45727724573796], [-0.3751848976758823, 39.45727818491507], [-0.3742111050945695, 39.45767851835353], [-0.3742094888012103, 39.45768172680965]], ""type"": ""LineString""}";39.457463966422644, -0.374735178521757
1;36527;98.83457380877014;"{""coordinates"": [[-0.3598670941205798, 39.46872614309408], [-0.3599764841332253, 39.46881374222562], [-0.36006620328607875, 39.469044269972194], [-0.36008190005461393, 39.469074032997035], [-0.360116991349378, 39.46911559846173], [-0.36015054869386137, 39.46915211568691], [-0.3602011060189446, 39.46919536935477], [-0.3602410530962222, 39.46922723542843], [-0.36048764791668814, 39.4693334205196], [-0.36057768957200415, 39.46937086920435]], ""type"": ""LineString""}";39.46909510998576, -0.36018003549792865
1;36528;15.472285164409696;"{""coordinates"": [[-0.36057768957200415, 39.46937086920435], [-0.3606278391475536, 39.469346677332304], [-0.36064971798843704, 39.46934356172189], [-0.36067301306199456, 39.469344090791566], [-0.3606952733930863, 39.469344596356144], [-0.36071961954943194, 39.46934474749654], [-0.36074811399565615, 39.46934373161459]], ""type"": ""LineString""}";39.469348960700216, -0.360660992239286
1;36529;74.11007323818575;"{""coordinates"": [[-0.36074811399565615, 39.46934373161459], [-0.36082960874987124, 39.469340823969944], [-0.36101152472011355, 39.46932113236652], [-0.36102939868753764, 39.46931431321938], [-0.36114177293170613, 39.46927472015174], [-0.3612457103586102, 39.46922530141595], [-0.36136535622958, 39.469174780734114], [-0.36138056990848716, 39.46916678404013], [-0.36138737338840243, 39.46916031526253], [-0.3613918127952174, 39.46915092261089], [-0.36140295083975027, 39.46913725063562], [-0.3614227681560619, 39.469120928048234], [-0.36145408461004613, 39.46910296749303], [-0.36149604908522415, 39.46908429916162], [-0.3615096995543866, 39.4690794047158]], ""type"": ""LineString""}";39.469249666298985, -0.36114240691009314
1;36533;161.284997260307;"{""coordinates"": [[-0.3639149334253872, 39.46892915269472], [-0.3639217605659411, 39.4689134007528], [-0.36379763056921044, 39.46872530588031], [-0.3637894702591937, 39.468693747685286], [-0.36393676048326223, 39.468671323695574], [-0.363949787278778, 39.46866271580679], [-0.36395886762043067, 39.46865448775617], [-0.3639594435321624, 39.46864723884055], [-0.3639573273394285, 39.46863922527369], [-0.3639554070167522, 39.46863402779058], [-0.36363569152764186, 39.46817274790672], [-0.36353298282660523, 39.46800049328057], [-0.36353411382974216, 39.46797054401852], [-0.36355858085163795, 39.46795791023459], [-0.36361995295713295, 39.467931126667736], [-0.3636400746122666, 39.467910599888896], [-0.3636568989355688, 39.467895394565055], [-0.3638236320817926, 39.46791226665138], [-0.3638621732851254, 39.467895755772005]], ""type"": ""LineString""}";39.46835264392866, -0.363763449641134
1;36535;108.66053093341668;"{""coordinates"": [[-0.36894758955159884, 39.46669867089255], [-0.36847279758302903, 39.4660173792704], [-0.36822105010526934, 39.465957365368034]], ""type"": ""LineString""}";39.46626995645245, -0.3686238791789023
1;36536;307.1722192770977;"{""coordinates"": [[-0.36822105010526934, 39.465957365368034], [-0.3681841860914146, 39.46589222128421], [-0.36824506205279345, 39.46572605798519], [-0.36769804234909664, 39.46493238610929], [-0.36768430725760876, 39.46491501865861], [-0.36766844519708775, 39.46490714784401], [-0.3676492604972954, 39.46490170621108], [-0.36747925971686174, 39.46486781021896], [-0.36746225947939154, 39.46486158292329], [-0.3674187453485578, 39.46478715484665], [-0.36748200515862534, 39.46461789465757], [-0.36688484019705464, 39.463761226044], [-0.36695360452191894, 39.463579607356394]], ""type"": ""LineString""}";39.46477416732403, -0.3675663627144565
1;36538;35.51796740296754;"{""coordinates"": [[-0.36548377814482574, 39.461367278256326], [-0.36547793961649383, 39.46135962986729], [-0.3653853403486561, 39.46121630886579], [-0.3653682805993009, 39.46120657370048], [-0.3653528945947984, 39.46120570509361], [-0.3653372172253354, 39.461212620683575], [-0.3653219150466081, 39.461227334680295], [-0.36530736115156115, 39.46123998911201], [-0.36528652062811245, 39.46124159407508], [-0.3652645358682878, 39.46123797952464], [-0.3652502126054492, 39.46122674785913], [-0.36523691058123603, 39.46120619182097]], ""type"": ""LineString""}";39.46125814608704, -0.36537123189180465
1;36540;345.37029851726146;"{""coordinates"": [[-0.36509214977390503, 39.459525967966854], [-0.3650438888519451, 39.459455027700415], [-0.3647593985415007, 39.45903153044928], [-0.3647599663685568, 39.459016482421426], [-0.36476847269483925, 39.45900421073148], [-0.36479106254644794, 39.45899173947193], [-0.36502592756952534, 39.458885205170716], [-0.3650350462290518, 39.458874505865026], [-0.36503092640032914, 39.458859351554516], [-0.36502706429765824, 39.45885510823398], [-0.3636440107057144, 39.456868519942766]], ""type"": ""LineString""}";39.458224873733826, -0.3644984652830305
1;36542;557.7941592971783;"{""coordinates"": [[-0.3580716833574932, 39.45915924704901], [-0.35819131506494617, 39.45905035215702], [-0.3583813903185185, 39.45896658566445], [-0.35844057286571535, 39.45892498506796], [-0.3584623377014875, 39.45879891892957], [-0.35852310182436775, 39.4587559948097], [-0.35910975575299514, 39.45850815601848], [-0.35923394208632636, 39.45848702081508], [-0.35930665523965943, 39.45847051218687], [-0.359382444730073, 39.4584549823969], [-0.36014992387580413, 39.45814151322434], [-0.3628615431995677, 39.45700470825561], [-0.3629140046646829, 39.45698719818102], [-0.36295745342060426, 39.45697450148325], [-0.3630278173574916, 39.45695868221613], [-0.36308756223745864, 39.45695091636978], [-0.36313876156270647, 39.45695116632267], [-0.36318869982158714, 39.45695366776798], [-0.3632295933868889, 39.45696189267763], [-0.3632555599733656, 39.45697570850836], [-0.36327742645007927, 39.45698897456737], [-0.36330600354986936, 39.45699600833316], [-0.36333564989848205, 39.45699029548145], [-0.3633451112380752, 39.456989142592754], [-0.36345468277134646, 39.45696374703036], [-0.3635163251298518, 39.45693686950707], [-0.36359986183610876, 39.45689133321092], [-0.3636440107057144, 39.456868519942766]], ""type"": ""LineString""}";39.45788526843587, -0.36079218127136675
1;36544;348.31508999134127;"{""coordinates"": [[-0.36378921951137355, 39.45661633422374], [-0.3642912634308181, 39.45639774160212], [-0.36436886920640305, 39.45636894551181], [-0.3655719806842964, 39.4558531753825], [-0.3655879459284843, 39.45585125714286], [-0.3656044287821649, 39.45585117491569], [-0.36561804278125937, 39.4558492033762], [-0.3656347834502704, 39.45584228570589], [-0.3659006820562598, 39.455730907067036], [-0.365913324920344, 39.455723439735124], [-0.36592306105309935, 39.45571499483238], [-0.3659316553363199, 39.45570561235908], [-0.36594014652379947, 39.45569896352131], [-0.3659491736657476, 39.45569369526655], [-0.366882921663073, 39.45529839868501], [-0.36695602622539336, 39.45526933759812], [-0.3669894429645773, 39.455257324680915], [-0.36702626453813725, 39.455248581608984], [-0.3670669640554019, 39.455246310915975], [-0.36713456257075416, 39.45524875488574], [-0.36722944109607214, 39.455253205047555], [-0.3672611124634553, 39.45525620261995], [-0.3672921275796425, 39.455261010501545], [-0.367373911531656, 39.45527745823515]], ""type"": ""LineString""}";39.45586650418065, -0.36556869217261645
1;36547;347.1070729596979;"{""coordinates"": [[-0.3744760911309189, 39.455619301582395], [-0.3744036657209863, 39.45550392917299], [-0.37442753086730046, 39.455460053062914], [-0.37442609196392473, 39.45541560440727], [-0.3743655860224066, 39.45532911593724], [-0.374247254620082, 39.455300523345855], [-0.3738784194252683, 39.4547557574269], [-0.3738730088428651, 39.4546722721219], [-0.3737214833591403, 39.454455317731515], [-0.373606547751401, 39.4543668097496], [-0.3732797176025725, 39.453897458026034], [-0.373159179039598, 39.45372736619364], [-0.37310790618884376, 39.45368349204756], [-0.372613186965151, 39.452980796471685], [-0.3725560317785942, 39.452952640116465]], ""type"": ""LineString""}";39.45428915219797, -0.3735557013382509
1;36548;297.83034765985974;"{""coordinates"": [[-0.3725560317785942, 39.452952640116465], [-0.3725565700755351, 39.45293832917348], [-0.37255096168016033, 39.45293018183986], [-0.3723883792453824, 39.452699221124796], [-0.37238616466515945, 39.4526891118165], [-0.37238962523929847, 39.45267993710128], [-0.37238948312055287, 39.452669875548224], [-0.37238479567439425, 39.45265649238504], [-0.37238087170253803, 39.452650368667406], [-0.37225054800008023, 39.4524669081239], [-0.3722408242076695, 39.452449387750924], [-0.37223369190038325, 39.45243192596903], [-0.3722240111343183, 39.45241320028737], [-0.37221218230874964, 39.45239643680542], [-0.37182005981030725, 39.451838853531214], [-0.3709458006612717, 39.45058703908683]], ""type"": ""LineString""}";39.45176556593432, -0.37176488218140047
8;36551;637.3859659515149;"{""coordinates"": [[-0.42393768257091874, 39.487035928522275], [-0.42443056848818106, 39.48699448407701], [-0.42475593189201427, 39.48698380637018], [-0.42489964553803206, 39.48699833609629], [-0.42508881011707195, 39.48705602068111], [-0.42531142371706265, 39.48708526285332], [-0.4255548060270077, 39.48707929962192], [-0.42582951766097615, 39.48706917955202], [-0.4260838219076174, 39.487089398128845], [-0.42632191799787267, 39.48711901014019], [-0.4266425323619915, 39.4870985626764], [-0.42689719596935666, 39.487079855703854], [-0.4271603940390152, 39.48708568534403], [-0.4274785882405137, 39.48710396866869], [-0.4279543130762272, 39.48708319289801], [-0.42831113567354634, 39.48699146696966], [-0.4287489105087047, 39.48685859236002], [-0.4291261746056422, 39.48671038749518], [-0.42948658553178487, 39.486543451239086], [-0.42974813890638086, 39.48629661691892], [-0.42982964408963287, 39.48620235200673], [-0.4300063240818748, 39.486063400942434], [-0.4307178557355215, 39.4856877539219]], ""type"": ""LineString""}";39.48680578600493, -0.4274465292727429
1;36554;25.555937293122316;"{""coordinates"": [[-0.3736054623091968, 39.49199635071148], [-0.37370391744639647, 39.49177923244782]], ""type"": ""LineString""}";39.49188779157965, -0.3736546898777966
2;36556;231.19311919838017;"{""coordinates"": [[-0.3732344158661573, 39.491718198349304], [-0.37133317156459744, 39.490305189519084], [-0.3712917748047234, 39.490280250043284]], ""type"": ""LineString""}";39.490997318698646, -0.3722643730430666
1;36561;19.407340455868752;"{""coordinates"": [[-0.3658358072530069, 39.485882094531156], [-0.36571426879270785, 39.485734880118756]], ""type"": ""LineString""}";39.48580848732496, -0.3657750380228574
9;36567;237.3449468036843;"{""coordinates"": [[-0.37271709521052815, 39.46102265108619], [-0.3726722853420492, 39.46099888004377], [-0.37266631631840924, 39.46099582264673], [-0.37266022067171983, 39.46099291823914], [-0.37265400526757236, 39.4609901696788], [-0.3726476780988868, 39.46098758074991], [-0.372641244937759, 39.46098515248384], [-0.37263471377709045, 39.460982888664795], [-0.3726280891600619, 39.460980792098056], [-0.3726213815035604, 39.46097886392008], [-0.37261459418954285, 39.46097710690987], [-0.37137080085059326, 39.46076933501907], [-0.3713641092005696, 39.46076831071378], [-0.3713573770657973, 39.46076746656936], [-0.371350610252192, 39.460766802717046], [-0.37134381801538585, 39.46076632026714], [-0.3713370084498111, 39.46076602030357], [-0.3713301896837869, 39.46076590301016], [-0.37132336987950565, 39.46076596767069], [-0.3713165570975233, 39.46076621626918], [-0.3713097595677741, 39.4607666462892], [-0.37130298425740854, 39.46076725788829], [-0.37129624165098546, 39.46076805040276], [-0.37128953755444977, 39.46076902396389], [-0.37128288135894694, 39.4607701760815], [-0.37127628009937286, 39.46077150511297], [-0.37126974190403383, 39.460773011242125], [-0.37126327507068313, 39.460774690152284], [-0.3712568865664482, 39.46077654200106], [-0.37125058462128, 39.46077856427194], [-0.3712443763378765, 39.46078075352209], [-0.3712382687511152, 39.4607831081089], [-0.3712322712860766, 39.46078562464204], [-0.37103990255220665, 39.460867384772875], [-0.3701608664432655, 39.46124270206971]], ""type"": ""LineString""}";39.460934251346664, -0.3714210832477044
1;36591;63.19417748250229;"{""coordinates"": [[-0.36221200474073606, 39.4918854620694], [-0.36177766458914296, 39.491426582333865]], ""type"": ""LineString""}";39.49165602220163, -0.36199483466493954
1;36592;62.913194544944226;"{""coordinates"": [[-0.36178156917394955, 39.49213093636711], [-0.3613286889633633, 39.49168616333075]], ""type"": ""LineString""}";39.49190854984893, -0.3615551290686564
9;36570;152.7362407863228;"{""coordinates"": [[-0.3716800800167944, 39.46168101269915], [-0.37277287089825595, 39.46167228814329], [-0.3732892522898794, 39.46166722111813], [-0.3732951986306768, 39.461667083449356], [-0.3733011346735435, 39.46166678699259], [-0.37330705338345505, 39.461666333390575], [-0.37331294895428574, 39.46166572251211], [-0.3733188143848918, 39.46166495509983], [-0.3733246426741046, 39.461664031896376], [-0.3733304256595264, 39.461662953618145], [-0.3733361586285618, 39.46166172196045], [-0.37334183222378364, 39.46166033851351], [-0.3733474417325696, 39.46165880497261], [-0.37335298011991125, 39.46165712298049], [-0.37335844031693516, 39.46165529508008], [-0.3733638164836947, 39.461653322040256], [-0.37336910267868456, 39.46165120733028], [-0.3733742918668727, 39.461648952592896], [-0.3733793769455499, 39.46164656127115], [-0.37343701740138424, 39.461615908854775]], ""type"": ""LineString""}";39.461672091543285, -0.372563619883521
9;36572;123.7233157196983;"{""coordinates"": [[-0.3706610834326627, 39.463487899634494], [-0.3707424707225594, 39.463371138335816], [-0.37105814137253484, 39.46255379073067], [-0.3710591675953184, 39.46255129058021], [-0.37106030660137795, 39.462548820007385], [-0.3710615559665919, 39.462546381660026], [-0.3710629144280748, 39.46254397821222], [-0.3710643783665893, 39.46254161318554], [-0.37106594887557276, 39.462539288406546], [-0.37106762346312105, 39.46253700832325], [-0.37106939861168636, 39.46253477375695], [-0.3710712729905772, 39.46253258918194], [-0.37107324533691366, 39.46253045727227], [-0.37107531097190516, 39.462528378823], [-0.37107746975999634, 39.462526357434584], [-0.37107971695462155, 39.46252439570226], [-0.3710820512928964, 39.46252249630009], [-0.37108447041848586, 39.46252066007568], [-0.3710869695170426, 39.46251889142452], [-0.3710895474273694, 39.46251719032031], [-0.3710921993690065, 39.46251556025843], [-0.37109492411295064, 39.462514003012835], [-0.37109771578531886, 39.46251252025244], [-0.3711005731571206, 39.462511113751184], [-0.3711034927108087, 39.46250978433033], [-0.37118407681643484, 39.46247709805838]], ""type"": ""LineString""}";39.46296038652359, -0.3709040929013512
9;36573;98.66693820246984;"{""coordinates"": [[-0.3706610834326627, 39.463487899634494], [-0.36964501887289325, 39.46389915903102]], ""type"": ""LineString""}";39.46369352933276, -0.37015305115277797
9;36575;122.40576161264526;"{""coordinates"": [[-0.3665085375996422, 39.46332510618888], [-0.3664756413589709, 39.463141707484674], [-0.36592229962334255, 39.46233109534741]], ""type"": ""LineString""}";39.46281570041763, -0.36624573867946664
9;36582;226.9634894807125;"{""coordinates"": [[-0.3744444051323283, 39.464489997757354], [-0.37385011964533876, 39.46339711743746], [-0.3734044402887476, 39.462611949814345]], ""type"": ""LineString""}";39.46354865921717, -0.37392858829493303
9;36584;560.3560502744407;"{""coordinates"": [[-0.3765332865977141, 39.46357854433191], [-0.37652871180242065, 39.463546256201106], [-0.3765270873800697, 39.46353637831194], [-0.37652501941881583, 39.46352655076926], [-0.3765225098354834, 39.463516784426915], [-0.3765195616405537, 39.46350709196509], [-0.3765161801669324, 39.46349748611653], [-0.37651236856036296, 39.463487975961016], [-0.3765081297636238, 39.46347857597898], [-0.3765034715335936, 39.463469296255234], [-0.37594486332631566, 39.462665774688986], [-0.3755369801276304, 39.462075393728206], [-0.37517526898099307, 39.461569621672574], [-0.3743230070996708, 39.46035065007443], [-0.37346821836959854, 39.459132605296105]], ""type"": ""LineString""}";39.46134657327609, -0.37501999005352926
9;36586;568.7639086863065;"{""coordinates"": [[-0.37854081738665324, 39.461659583059685], [-0.3784743595053468, 39.46164648244228], [-0.37847031722147256, 39.461645743526965], [-0.37846624533594625, 39.46164511204952], [-0.3784621472647895, 39.461644589888714], [-0.37845802881409946, 39.461644177175586], [-0.3784538946286917, 39.46164387401487], [-0.37844974928584446, 39.46164368231155], [-0.37844559862541227, 39.46164360129653], [-0.3784414450036067, 39.46164363012205], [-0.37843729651510777, 39.461643769871564], [-0.3784331566435677, 39.46164402062371], [-0.37842903006762146, 39.46164438158309], [-0.37842492143210255, 39.461644852854526], [-0.37842083661065984, 39.4616454327687], [-0.3784167802481458, 39.46164612143043], [-0.37841275702321164, 39.461646918044366], [-0.37840877161446757, 39.46164782181518], [-0.378404827573157, 39.461648831021215], [-0.37840093190035484, 39.461649944919486], [-0.3783970869860364, 39.46165116176219], [-0.3783932986700948, 39.46165248078017], [-0.37715486335050974, 39.46216098275941], [-0.37594486332631566, 39.462665774688986], [-0.3745826003685467, 39.46324969423655], [-0.37385011964533876, 39.46339711743746], [-0.37252185576232805, 39.4636470190667]], ""type"": ""LineString""}";39.46275695885122, -0.37556725945016683
9;36587;281.5871040392918;"{""coordinates"": [[-0.3784225402761033, 39.460880998798736], [-0.3767452075378209, 39.461580399036905], [-0.3755369801276304, 39.462075393728206]], ""type"": ""LineString""}";39.46148038074411, -0.3769806631012356
1;36594;46.78109970800173;"{""coordinates"": [[-0.3600265881614856, 39.49313174968451], [-0.3597022643921015, 39.49279364676069]], ""type"": ""LineString""}";39.4929626982226, -0.35986442627679355
1;36595;502.8763435969552;"{""coordinates"": [[-0.3511126826185572, 39.47956038783406], [-0.35055733496674923, 39.479397462030995], [-0.35049272505866574, 39.47937268685772], [-0.35044855438097755, 39.47934156617371], [-0.3504117709755519, 39.479320651463425], [-0.35033359793433494, 39.47929778759883], [-0.3502623921615533, 39.479296160327074], [-0.35019537498206343, 39.47928659992806], [-0.3501144977273156, 39.4792666849758], [-0.34747614860286613, 39.47849376926882], [-0.34739797638495806, 39.47847090346247], [-0.3470787716905118, 39.47837753155034], [-0.34706746961498125, 39.478376627595345], [-0.3470543875556605, 39.478377411780144], [-0.3469663768802905, 39.478412236497576], [-0.3468647165214317, 39.47845329435314], [-0.3468537507210156, 39.478454430428116], [-0.34684496063725384, 39.478453773889726], [-0.3468340529526553, 39.47845215821702], [-0.34650416402039386, 39.47835608680512], [-0.34648927347967895, 39.47835264326536], [-0.34647332282467197, 39.47835072682164], [-0.3464157762450758, 39.47834979738752], [-0.34640438752482045, 39.478346433803715], [-0.346395147346846, 39.478339241017956], [-0.34639148383859736, 39.47833023689841], [-0.3463918522368651, 39.47832054829757], [-0.34639073513606755, 39.478297251396214], [-0.34639965669947287, 39.478207471273926], [-0.34639364190224414, 39.47817757623193], [-0.3463790170450636, 39.478153969965874], [-0.34635769765609986, 39.47813525211414], [-0.34633477335481133, 39.478119212844], [-0.34631602782381526, 39.47811180298318], [-0.34630021101662245, 39.47810639868397], [-0.34628134285448126, 39.4780999517546], [-0.3461781721920641, 39.47807645478636], [-0.34607461713543036, 39.47805148232422], [-0.34595224069428837, 39.47803045184041], [-0.34587781696491643, 39.47801884327927]], ""type"": ""LineString""}";39.47878761437343, -0.34843190410910263
1;36596;87.28701966758057;"{""coordinates"": [[-0.34587781696491643, 39.47801884327927], [-0.3458516504428591, 39.47801476194133], [-0.3458140611491279, 39.47800362980027], [-0.344927772919763, 39.47774440692165]], ""type"": ""LineString""}";39.47788319909505, -0.34540244766066563
1;36597;491.2767241093929;"{""coordinates"": [[-0.344927772919763, 39.47774440692165], [-0.34492313743806097, 39.47774305149484], [-0.341355965775986, 39.47668529408517], [-0.33959392819610246, 39.476168449592926]], ""type"": ""LineString""}";39.47695469857471, -0.342261360685306
1;36599;58.70445738803499;"{""coordinates"": [[-0.36685173247704506, 39.47716543438819], [-0.3670084265019706, 39.477330356385565], [-0.3670094050168557, 39.4773313497029], [-0.3670104275247645, 39.47733231699073], [-0.3670114929661171, 39.47733325552238], [-0.3670125990519338, 39.477334164345116], [-0.36701374578221535, 39.477335043458915], [-0.36701493206341085, 39.47733589103727], [-0.3670161544450871, 39.47733670610112], [-0.3670174129272318, 39.47733748865044], [-0.3670187052887894, 39.477338235932294], [-0.36702003036829384, 39.47733894792037], [-0.367021387004281, 39.477339624588325], [-0.36702277294172336, 39.47734026408332], [-0.36702418701916706, 39.477340866379045], [-0.36702562582011145, 39.477341429596315], [-0.36702709050602794, 39.477341953761474], [-0.3670285775925128, 39.47734243879555], [-0.36703008482454863, 39.47734288284567], [-0.36703161100670967, 39.4773432867857], [-0.3670331550454359, 39.47734364878903], [-0.3670347134223821, 39.477343969676845], [-0.36703628620544115, 39.47734424764893], [-0.36703786987626735, 39.477344483526444], [-0.36703946327338316, 39.47734467728307], [-0.36704106530323677, 39.47734482709228], [-0.3670426724135149, 39.47734493467534], [-0.3670442823491894, 39.47734499817937], [-0.3670458950423445, 39.477345019404616], [-0.36704750823795795, 39.47734499649825], [-0.36704911841767923, 39.47734493028139], [-0.36705072558148244, 39.47734482075405], [-0.36705232624497935, 39.47734466783729], [-0.36705391921274727, 39.47734447240489], [-0.36705550332330544, 39.47734423443053], [-0.3671429876440417, 39.47732984584994], [-0.36714447982144144, 39.47732957966599], [-0.3671459594534332, 39.477329276261784], [-0.36714742654002447, 39.47732893563735], [-0.3671488775968193, 39.47732855771373], [-0.36715031146233074, 39.47732814246458], [-0.3671517281026225, 39.477327690790084], [-0.36715312399931704, 39.47732720351135], [-0.36715449799096295, 39.477326680602054], [-0.3671558500435793, 39.477326122962324], [-0.3671571766388352, 39.47732553141332], [-0.3671584777767191, 39.47732490595508], [-0.3671597522278432, 39.47732424836142], [-0.3671609977032324, 39.477323557679696], [-0.36716221297350765, 39.47732283568375], [-0.367163396809305, 39.4773220841475], [-0.3673387111247659, 39.47720688258787], [-0.3673399473514121, 39.47720609800336], [-0.3673412171996244, 39.47720534661211], [-0.36734252063548173, 39.477204629314286], [-0.36734385526812136, 39.477203947857404], [-0.3673452187746282, 39.477203302188926], [-0.3673466099595875, 39.47720269318257], [-0.3673480276275753, 39.47720212171218], [-0.3673494694556662, 39.47720158772509], [-0.3673509342144934, 39.47720109299524], [-0.3673524195811223, 39.47720063746995], [-0.36735392552161233, 39.47720022204937], [-0.36735544855156743, 39.47719984665457], [-0.3673569863141007, 39.47719951213299], [-0.36735853877527086, 39.477199219384765]], ""type"": ""LineString""}";39.47727512443745, -0.3670934377189271
1;36600;37.58526951045216;"{""coordinates"": [[-0.36735853877527086, 39.477199219384765], [-0.36736005691588963, 39.477198973605496], [-0.36736158514323214, 39.47719876859422], [-0.36736312120229536, 39.477198602498085], [-0.367364663897663, 39.47719847619089], [-0.3673662108724396, 39.47719839052013], [-0.36736775987162, 39.47719834363294], [-0.36736931079333457, 39.47719833822966], [-0.3673708613825685, 39.47719837245742], [-0.3673724093164088, 39.47719844626366], [-0.3673739533994219, 39.47719856052211], [-0.36737549134263764, 39.47719871428004], [-0.3673770219845963, 39.47719890751116], [-0.36737854296842115, 39.477199141062954], [-0.36738005436202154, 39.47719941313521], [-0.3673815514855864, 39.47719972452277], [-0.36756838528219166, 39.47724114080522], [-0.3675699084833941, 39.47724150052764], [-0.36757141505778185, 39.47724190041285], [-0.36757290271636933, 39.47724233950818], [-0.36757437026374423, 39.47724281868739], [-0.36757581660634603, 39.47724333612395], [-0.36757723825977584, 39.47724389173895], [-0.36757863409653213, 39.477244484605976], [-0.3675800041165955, 39.47724511472498], [-0.3675813449034996, 39.47724578021688], [-0.3675826552957583, 39.477246481055325], [-0.367583934131912, 39.47724721721401], [-0.3675851791908727, 39.477247985939975], [-0.36758639047266245, 39.47724878723329], [-0.36758756452682173, 39.47724962011482], [-0.36758870254877196, 39.47725048371084], [-0.36758979989265167, 39.477251377916076], [-0.36759085898322574, 39.47725230008281], [-0.367591875208602, 39.47725324920571], [-0.3675928497302422, 39.4772542253111], [-0.3677044923104156, 39.47737229727482]], ""type"": ""LineString""}";39.477258231928566, -0.36754601777846785
